Brand,Model,TopSpeed_KmH,Range_Km,FastCharge_KmH,RapidCharge,PowerTrain,PlugType,BodyStyle,Seats,PriceEuro
Audi ,e-tron GT ,240,425,850,Yes,AWD,Type 2 CCS,Sedan,4,125000
Tesla ,Model 3 Long Range Performance,261,435,910,Yes,AWD,Type 2 CCS,Sedan,5,61480
Volkswagen ,ID.4 ,160,420,560,Yes,RWD,Type 2 CCS,SUV,5,45000
Volkswagen ,ID.3 Pro,160,350,490,Yes,RWD,Type 2 CCS,Hatchback,5,33000
Volvo ,XC40 P8 AWD Recharge,180,375,470,Yes,AWD,Type 2 CCS,SUV,5,60437
BMW ,i3 120 Ah,150,235,270,Yes,RWD,Type 2 CCS,Hatchback,4,38017
Peugeot ,e-2008 SUV ,150,250,380,Yes,FWD,Type 2 CCS,SUV,5,34361
Audi ,e-tron 50 quattro,190,280,450,Yes,AWD,Type 2 CCS,SUV,5,67358
Kia ,e-Niro 64 kWh,167,370,350,Yes,FWD,Type 2 CCS,SUV,5,38105
Renault ,Zoe ZE50 R110,135,315,230,Yes,FWD,Type 2 CCS,Hatchback,5,31184
Tesla ,Cybertruck Tri Motor,210,750,710,Yes,AWD,Type 2 CCS,Pickup,6,75000
Mazda ,MX-30 ,150,180,240,Yes,FWD,Type 2 CCS,SUV,5,32646
Nissan ,Leaf e+,157,325,390,Yes,FWD,Type 2 CHAdeMO,Hatchback,5,37237
Lexus ,UX 300e,160,270,190,Yes,FWD,Type 2 CHAdeMO,SUV,5,50000
CUPRA ,el-Born ,160,425,570,Yes,RWD,Type 2 CCS,Hatchback,4,45000
Renault ,Zoe ZE50 R135,140,310,230,Yes,FWD,Type 2 CCS,Hatchback,5,33133
Mercedes ,EQA ,200,350,440,Yes,AWD,Type 2 CCS,SUV,5,45000
Tesla ,Model S Long Range,250,515,560,Yes,AWD,Type 2,Liftback,5,79990
Hyundai ,Kona Electric 39 kWh,155,255,210,Yes,FWD,Type 2 CCS,SUV,5,33971
Audi ,e-tron Sportback 55 quattro,200,380,610,Yes,AWD,Type 2 CCS,SUV,5,81639
Skoda ,CITIGOe iV ,130,195,170,Yes,FWD,Type 2 CCS,Hatchback,4,24534
SEAT ,Mii Electric ,130,195,170,Yes,FWD,Type 2 CCS,Hatchback,4,20129
Kia ,e-Soul 64 kWh,167,365,340,Yes,FWD,Type 2 CCS,SUV,5,36837
Opel ,Ampera-e ,150,335,210,Yes,FWD,Type 2 CCS,MPV,5,41906
Porsche ,Taycan 4S,250,365,730,Yes,AWD,Type 2 CCS,Sedan,4,102945
Lightyear ,One ,150,575,540,Yes,AWD,Type 2 CCS,Liftback,5,149000
Aiways ,U5 ,150,335,350,Yes,FWD,Type 2 CCS,SUV,5,36057
Audi ,e-tron 55 quattro,200,365,590,Yes,AWD,Type 2 CCS,SUV,5,79445
Tesla ,Roadster ,410,970,920,Yes,AWD,Type 2 CCS,Cabrio,4,215000
Opel ,Mokka-e ,150,255,390,Yes,FWD,Type 2 CCS,SUV,5,35000
Skoda ,Enyaq iV 80,160,420,560,Yes,RWD,Type 2 CCS,SUV,5,40000
Tesla ,Model X Long Range,250,450,490,Yes,AWD,Type 2,SUV,7,85990
Honda ,e Advance,145,170,190,Yes,RWD,Type 2 CCS,Hatchback,4,35921
DS ,3 Crossback E-Tense,150,250,380,Yes,FWD,Type 2 CCS,SUV,5,37422
Renault ,Twingo ZE,135,130,-,No,RWD,Type 2,Hatchback,4,24790
Citroen ,e-C4 ,150,250,380,Yes,FWD,Type 2 CCS,SUV,5,40000
Tesla ,Model S Performance,261,505,550,Yes,AWD,Type 2,Liftback,5,96990
Renault ,Zoe ZE40 R110,135,255,230,Yes,FWD,Type 2 CCS,Hatchback,5,29234
Tesla ,Model Y Long Range Performance,241,410,900,Yes,AWD,Type 2 CCS,SUV,7,65620
Nissan ,Ariya 87kWh,160,440,520,Yes,FWD,Type 2 CCS,Hatchback,5,50000
Jaguar ,I-Pace ,200,365,340,Yes,AWD,Type 2 CCS,SUV,5,75351
Ford ,Mustang Mach-E ER RWD,180,450,430,Yes,RWD,Type 2 CCS,SUV,5,54475
Porsche ,Taycan 4S Plus,250,425,890,Yes,AWD,Type 2 CCS,Sedan,4,109302
Nissan ,e-NV200 Evalia ,123,190,190,Yes,FWD,Type 1 CHAdeMO,SPV,7,33246
Tesla ,Cybertruck Dual Motor,190,460,710,Yes,AWD,Type 2 CCS,Pickup,6,55000
Renault ,Kangoo Maxi ZE 33,130,160,-,No,FWD,Type 2,SPV,5,38000
Ford ,Mustang Mach-E ER AWD,180,430,410,Yes,AWD,Type 2 CCS,SUV,5,62900
BMW ,i3s 120 Ah,160,230,260,Yes,RWD,Type 2 CCS,Hatchback,4,41526
Skoda ,Enyaq iV 80X,160,400,540,Yes,AWD,Type 2 CCS,SUV,5,45000
Porsche ,Taycan Cross Turismo ,250,385,770,Yes,AWD,Type 2 CCS,Station,4,150000
Byton ,M-Byte 95 kWh 4WD,190,390,460,Yes,AWD,Type 2 CCS,SUV,5,64000
Sono ,Sion ,140,225,270,Yes,FWD,Type 2 CCS,Hatchback,5,25500
Kia ,e-Niro 39 kWh,155,235,230,Yes,FWD,Type 2 CCS,SUV,5,34400
Audi ,Q4 Sportback e-tron ,180,410,550,Yes,AWD,Type 2 CCS,SUV,5,57500
Smart ,EQ forfour ,130,95,-,No,RWD,Type 2,Hatchback,4,22030
Ford ,Mustang Mach-E SR AWD,180,340,360,Yes,AWD,Type 2 CCS,SUV,5,54000
Porsche ,Taycan Turbo,260,390,810,Yes,AWD,Type 2 CCS,Sedan,4,148301
Volkswagen ,ID.3 1st,160,340,470,Yes,RWD,Type 2 CCS,Hatchback,5,38987
Tesla ,Model X Performance,250,440,480,Yes,AWD,Type 2,SUV,7,102990
Smart ,EQ fortwo coupe,130,100,-,No,RWD,Type 2,Hatchback,2,21387
Ford ,Mustang Mach-E SR RWD,180,360,380,Yes,RWD,Type 2 CCS,SUV,5,46900
Mercedes ,EQV 300 Long,140,330,290,Yes,FWD,Type 2 CCS,SPV,7,70631
Fiat ,500e Hatchback,150,250,330,Yes,FWD,Type 2 CCS,Hatchback,4,34900
Tesla ,Cybertruck Single Motor,180,390,740,Yes,RWD,Type 2 CCS,Pickup,6,45000
Audi ,e-tron Sportback 50 quattro,190,295,470,Yes,AWD,Type 2 CCS,SUV,5,69551
Skoda ,Enyaq iV vRS,180,400,540,Yes,AWD,Type 2 CCS,SUV,5,47500
Skoda ,Enyaq iV 60,160,320,440,Yes,RWD,Type 2 CCS,SUV,5,37500
Audi ,e-tron S 55 quattro,210,320,510,Yes,AWD,Type 2 CCS,SUV,5,93800
Smart ,EQ fortwo cabrio,130,95,-,No,RWD,Type 2,Cabrio,2,24565
Kia ,e-Soul 64 kWh,167,365,320,Yes,FWD,Type 2 CCS,SUV,5,36837
Nissan ,Ariya e-4ORCE 87kWh,200,420,500,Yes,AWD,Type 2 CCS,Hatchback,5,57500
Fiat ,500e Convertible,150,250,330,Yes,FWD,Type 2 CCS,Cabrio,4,37900
Volkswagen ,ID.3 Pro Performance,160,340,470,Yes,RWD,Type 2 CCS,Hatchback,5,35575
Kia ,e-Soul 39 kWh,157,230,220,Yes,FWD,Type 2 CCS,SUV,5,33133
Byton ,M-Byte 72 kWh 2WD,190,325,420,Yes,RWD,Type 2 CCS,SUV,5,53500
Nissan ,Ariya 63kWh,160,330,440,Yes,FWD,Type 2 CCS,Hatchback,5,45000
Audi ,e-tron S Sportback 55 quattro,210,335,540,Yes,AWD,Type 2 CCS,SUV,5,96050
Nissan ,Ariya e-4ORCE 63kWh,200,325,440,Yes,AWD,Type 2 CCS,Hatchback,5,50000
Nissan ,Ariya e-4ORCE 87kWh Performance,200,375,450,Yes,AWD,Type 2 CCS,Hatchback,5,65000
Byton ,M-Byte 95 kWh 2WD,190,400,480,Yes,AWD,Type 2 CCS,SUV,5,62000
Tesla ,Model 3 Long Range Dual Motor,233,450,940,Yes,AWD,Type 2 CCS,Sedan,5,55480
Volkswagen ,ID.3 Pure,160,270,250,Yes,RWD,Type 2 CCS,Hatchback,5,30000
Polestar ,2,210,400,620,Yes,AWD,Type 2 CCS,Liftback,5,56440
BMW ,iX3 ,180,360,560,Yes,RWD,Type 2 CCS,SUV,5,68040
Honda ,e ,145,170,190,Yes,RWD,Type 2 CCS,Hatchback,4,32997
Lucid ,Air ,250,610,620,Yes,AWD,Type 2 CCS,Sedan,5,105000
Volkswagen ,e-Golf ,150,190,220,Yes,FWD,Type 2 CCS,Hatchback,5,31900
Peugeot ,e-208 ,150,275,420,Yes,FWD,Type 2 CCS,Hatchback,5,29682
Tesla ,Model 3 Standard Range Plus,225,310,650,Yes,RWD,Type 2 CCS,Sedan,5,46380
Audi ,Q4 e-tron ,180,400,540,Yes,AWD,Type 2 CCS,SUV,5,55000
Mercedes ,EQC 400 4MATIC,180,370,440,Yes,AWD,Type 2 CCS,SUV,5,69484
Nissan ,Leaf ,144,220,230,Yes,FWD,Type 2 CHAdeMO,Hatchback,5,29234
Hyundai ,Kona Electric 64 kWh,167,400,380,Yes,FWD,Type 2 CCS,SUV,5,40795
BMW ,i4 ,200,450,650,Yes,RWD,Type 2 CCS,Sedan,5,65000
Hyundai ,IONIQ Electric,165,250,210,Yes,FWD,Type 2 CCS,Liftback,5,34459
Volkswagen ,ID.3 Pro S,160,440,590,Yes,RWD,Type 2 CCS,Hatchback,4,40936
Porsche ,Taycan Turbo S,260,375,780,Yes,AWD,Type 2 CCS,Sedan,4,180781
Volkswagen ,e-Up! ,130,195,170,Yes,FWD,Type 2 CCS,Hatchback,4,21421
MG ,ZS EV,140,220,260,Yes,FWD,Type 2 CCS,SUV,5,30000
Mini ,Cooper SE ,150,185,260,Yes,FWD,Type 2 CCS,Hatchback,4,31681
Opel ,Corsa-e ,150,275,420,Yes,FWD,Type 2 CCS,Hatchback,5,29146
Tesla ,Model Y Long Range Dual Motor,217,425,930,Yes,AWD,Type 2 CCS,SUV,7,58620
Skoda ,Enyaq iV 50,160,290,230,Yes,RWD,Type 2 CCS,SUV,5,35000
Audi ,e-tron GT ,240,425,850,Yes,AWD,Type 2 CCS,Sedan,4,125000
Tesla ,Model 3 Long Range Performance,261,435,910,Yes,AWD,Type 2 CCS,Sedan,5,61480
Volkswagen ,ID.4 ,160,420,560,Yes,RWD,Type 2 CCS,SUV,5,45000
Volkswagen ,ID.3 Pro,160,350,490,Yes,RWD,Type 2 CCS,Hatchback,5,33000
Volvo ,XC40 P8 AWD Recharge,180,375,470,Yes,AWD,Type 2 CCS,SUV,5,60437
BMW ,i3 120 Ah,150,235,270,Yes,RWD,Type 2 CCS,Hatchback,4,38017
Peugeot ,e-2008 SUV ,150,250,380,Yes,FWD,Type 2 CCS,SUV,5,34361
Audi ,e-tron 50 quattro,190,280,450,Yes,AWD,Type 2 CCS,SUV,5,67358
Kia ,e-Niro 64 kWh,167,370,350,Yes,FWD,Type 2 CCS,SUV,5,38105
Renault ,Zoe ZE50 R110,135,315,230,Yes,FWD,Type 2 CCS,Hatchback,5,31184
Tesla ,Cybertruck Tri Motor,210,750,710,Yes,AWD,Type 2 CCS,Pickup,6,75000
Mazda ,MX-30 ,150,180,240,Yes,FWD,Type 2 CCS,SUV,5,32646
Nissan ,Leaf e+,157,325,390,Yes,FWD,Type 2 CHAdeMO,Hatchback,5,37237
Lexus ,UX 300e,160,270,190,Yes,FWD,Type 2 CHAdeMO,SUV,5,50000
CUPRA ,el-Born ,160,425,570,Yes,RWD,Type 2 CCS,Hatchback,4,45000
Renault ,Zoe ZE50 R135,140,310,230,Yes,FWD,Type 2 CCS,Hatchback,5,33133
Mercedes ,EQA ,200,350,440,Yes,AWD,Type 2 CCS,SUV,5,45000
Tesla ,Model S Long Range,250,515,560,Yes,AWD,Type 2,Liftback,5,79990
Hyundai ,Kona Electric 39 kWh,155,255,210,Yes,FWD,Type 2 CCS,SUV,5,33971
Audi ,e-tron Sportback 55 quattro,200,380,610,Yes,AWD,Type 2 CCS,SUV,5,81639
Skoda ,CITIGOe iV ,130,195,170,Yes,FWD,Type 2 CCS,Hatchback,4,24534
SEAT ,Mii Electric ,130,195,170,Yes,FWD,Type 2 CCS,Hatchback,4,20129
Kia ,e-Soul 64 kWh,167,365,340,Yes,FWD,Type 2 CCS,SUV,5,36837
Opel ,Ampera-e ,150,335,210,Yes,FWD,Type 2 CCS,MPV,5,41906
Porsche ,Taycan 4S,250,365,730,Yes,AWD,Type 2 CCS,Sedan,4,102945
Lightyear ,One ,150,575,540,Yes,AWD,Type 2 CCS,Liftback,5,149000
Aiways ,U5 ,150,335,350,Yes,FWD,Type 2 CCS,SUV,5,36057
Audi ,e-tron 55 quattro,200,365,590,Yes,AWD,Type 2 CCS,SUV,5,79445
Tesla ,Roadster ,410,970,920,Yes,AWD,Type 2 CCS,Cabrio,4,215000
Opel ,Mokka-e ,150,255,390,Yes,FWD,Type 2 CCS,SUV,5,35000
Skoda ,Enyaq iV 80,160,420,560,Yes,RWD,Type 2 CCS,SUV,5,40000
Tesla ,Model X Long Range,250,450,490,Yes,AWD,Type 2,SUV,7,85990
Honda ,e Advance,145,170,190,Yes,RWD,Type 2 CCS,Hatchback,4,35921
DS ,3 Crossback E-Tense,150,250,380,Yes,FWD,Type 2 CCS,SUV,5,37422
Renault ,Twingo ZE,135,130,-,No,RWD,Type 2,Hatchback,4,24790
Citroen ,e-C4 ,150,250,380,Yes,FWD,Type 2 CCS,SUV,5,40000
Tesla ,Model S Performance,261,505,550,Yes,AWD,Type 2,Liftback,5,96990
Renault ,Zoe ZE40 R110,135,255,230,Yes,FWD,Type 2 CCS,Hatchback,5,29234
Tesla ,Model Y Long Range Performance,241,410,900,Yes,AWD,Type 2 CCS,SUV,7,65620
Nissan ,Ariya 87kWh,160,440,520,Yes,FWD,Type 2 CCS,Hatchback,5,50000
Jaguar ,I-Pace ,200,365,340,Yes,AWD,Type 2 CCS,SUV,5,75351
Ford ,Mustang Mach-E ER RWD,180,450,430,Yes,RWD,Type 2 CCS,SUV,5,54475
Porsche ,Taycan 4S Plus,250,425,890,Yes,AWD,Type 2 CCS,Sedan,4,109302
Nissan ,e-NV200 Evalia ,123,190,190,Yes,FWD,Type 1 CHAdeMO,SPV,7,33246
Tesla ,Cybertruck Dual Motor,190,460,710,Yes,AWD,Type 2 CCS,Pickup,6,55000
Renault ,Kangoo Maxi ZE 33,130,160,-,No,FWD,Type 2,SPV,5,38000
Ford ,Mustang Mach-E ER AWD,180,430,410,Yes,AWD,Type 2 CCS,SUV,5,62900
BMW ,i3s 120 Ah,160,230,260,Yes,RWD,Type 2 CCS,Hatchback,4,41526
Skoda ,Enyaq iV 80X,160,400,540,Yes,AWD,Type 2 CCS,SUV,5,45000
Porsche ,Taycan Cross Turismo ,250,385,770,Yes,AWD,Type 2 CCS,Station,4,150000
Byton ,M-Byte 95 kWh 4WD,190,390,460,Yes,AWD,Type 2 CCS,SUV,5,64000
Sono ,Sion ,140,225,270,Yes,FWD,Type 2 CCS,Hatchback,5,25500
Kia ,e-Niro 39 kWh,155,235,230,Yes,FWD,Type 2 CCS,SUV,5,34400
Audi ,Q4 Sportback e-tron ,180,410,550,Yes,AWD,Type 2 CCS,SUV,5,57500
Smart ,EQ forfour ,130,95,-,No,RWD,Type 2,Hatchback,4,22030
Ford ,Mustang Mach-E SR AWD,180,340,360,Yes,AWD,Type 2 CCS,SUV,5,54000
Porsche ,Taycan Turbo,260,390,810,Yes,AWD,Type 2 CCS,Sedan,4,148301
Volkswagen ,ID.3 1st,160,340,470,Yes,RWD,Type 2 CCS,Hatchback,5,38987
Tesla ,Model X Performance,250,440,480,Yes,AWD,Type 2,SUV,7,102990
Smart ,EQ fortwo coupe,130,100,-,No,RWD,Type 2,Hatchback,2,21387
Ford ,Mustang Mach-E SR RWD,180,360,380,Yes,RWD,Type 2 CCS,SUV,5,46900
Mercedes ,EQV 300 Long,140,330,290,Yes,FWD,Type 2 CCS,SPV,7,70631
Fiat ,500e Hatchback,150,250,330,Yes,FWD,Type 2 CCS,Hatchback,4,34900
Tesla ,Cybertruck Single Motor,180,390,740,Yes,RWD,Type 2 CCS,Pickup,6,45000
Audi ,e-tron Sportback 50 quattro,190,295,470,Yes,AWD,Type 2 CCS,SUV,5,69551
Skoda ,Enyaq iV vRS,180,400,540,Yes,AWD,Type 2 CCS,SUV,5,47500
Skoda ,Enyaq iV 60,160,320,440,Yes,RWD,Type 2 CCS,SUV,5,37500
Audi ,e-tron S 55 quattro,210,320,510,Yes,AWD,Type 2 CCS,SUV,5,93800
Smart ,EQ fortwo cabrio,130,95,-,No,RWD,Type 2,Cabrio,2,24565
Kia ,e-Soul 64 kWh,167,365,320,Yes,FWD,Type 2 CCS,SUV,5,36837
Nissan ,Ariya e-4ORCE 87kWh,200,420,500,Yes,AWD,Type 2 CCS,Hatchback,5,57500
Fiat ,500e Convertible,150,250,330,Yes,FWD,Type 2 CCS,Cabrio,4,37900
Volkswagen ,ID.3 Pro Performance,160,340,470,Yes,RWD,Type 2 CCS,Hatchback,5,35575
Kia ,e-Soul 39 kWh,157,230,220,Yes,FWD,Type 2 CCS,SUV,5,33133
Byton ,M-Byte 72 kWh 2WD,190,325,420,Yes,RWD,Type 2 CCS,SUV,5,53500
Nissan ,Ariya 63kWh,160,330,440,Yes,FWD,Type 2 CCS,Hatchback,5,45000
Audi ,e-tron S Sportback 55 quattro,210,335,540,Yes,AWD,Type 2 CCS,SUV,5,96050
Nissan ,Ariya e-4ORCE 63kWh,200,325,440,Yes,AWD,Type 2 CCS,Hatchback,5,50000
Nissan ,Ariya e-4ORCE 87kWh Performance,200,375,450,Yes,AWD,Type 2 CCS,Hatchback,5,65000
Byton ,M-Byte 95 kWh 2WD,190,400,480,Yes,AWD,Type 2 CCS,SUV,5,62000
Tesla ,Model 3 Long Range Dual Motor,233,450,940,Yes,AWD,Type 2 CCS,Sedan,5,55480
Volkswagen ,ID.3 Pure,160,270,250,Yes,RWD,Type 2 CCS,Hatchback,5,30000
Polestar ,2,210,400,620,Yes,AWD,Type 2 CCS,Liftback,5,56440
BMW ,iX3 ,180,360,560,Yes,RWD,Type 2 CCS,SUV,5,68040
Honda ,e ,145,170,190,Yes,RWD,Type 2 CCS,Hatchback,4,32997
Lucid ,Air ,250,610,620,Yes,AWD,Type 2 CCS,Sedan,5,105000
Volkswagen ,e-Golf ,150,190,220,Yes,FWD,Type 2 CCS,Hatchback,5,31900
Peugeot ,e-208 ,150,275,420,Yes,FWD,Type 2 CCS,Hatchback,5,29682
Tesla ,Model 3 Standard Range Plus,225,310,650,Yes,RWD,Type 2 CCS,Sedan,5,46380
Audi ,Q4 e-tron ,180,400,540,Yes,AWD,Type 2 CCS,SUV,5,55000
Mercedes ,EQC 400 4MATIC,180,370,440,Yes,AWD,Type 2 CCS,SUV,5,69484
Nissan ,Leaf ,144,220,230,Yes,FWD,Type 2 CHAdeMO,Hatchback,5,29234
Hyundai ,Kona Electric 64 kWh,167,400,380,Yes,FWD,Type 2 CCS,SUV,5,40795
BMW ,i4 ,200,450,650,Yes,RWD,Type 2 CCS,Sedan,5,65000
Hyundai ,IONIQ Electric,165,250,210,Yes,FWD,Type 2 CCS,Liftback,5,34459
Volkswagen ,ID.3 Pro S,160,440,590,Yes,RWD,Type 2 CCS,Hatchback,4,40936
Porsche ,Taycan Turbo S,260,375,780,Yes,AWD,Type 2 CCS,Sedan,4,180781
Volkswagen ,e-Up! ,130,195,170,Yes,FWD,Type 2 CCS,Hatchback,4,21421
MG ,ZS EV,140,220,260,Yes,FWD,Type 2 CCS,SUV,5,30000
Mini ,Cooper SE ,150,185,260,Yes,FWD,Type 2 CCS,Hatchback,4,31681
Opel ,Corsa-e ,150,275,420,Yes,FWD,Type 2 CCS,Hatchback,5,29146
Tesla ,Model Y Long Range Dual Motor,217,425,930,Yes,AWD,Type 2 CCS,SUV,7,58620
Skoda ,Enyaq iV 50,160,290,230,Yes,RWD,Type 2 CCS,SUV,5,35000
Audi ,e-tron GT ,240,425,850,Yes,AWD,Type 2 CCS,Sedan,4,125000
Tesla ,Model 3 Long Range Performance,261,435,910,Yes,AWD,Type 2 CCS,Sedan,5,61480
Volkswagen ,ID.4 ,160,420,560,Yes,RWD,Type 2 CCS,SUV,5,45000
Volkswagen ,ID.3 Pro,160,350,490,Yes,RWD,Type 2 CCS,Hatchback,5,33000
Volvo ,XC40 P8 AWD Recharge,180,375,470,Yes,AWD,Type 2 CCS,SUV,5,60437
BMW ,i3 120 Ah,150,235,270,Yes,RWD,Type 2 CCS,Hatchback,4,38017
Peugeot ,e-2008 SUV ,150,250,380,Yes,FWD,Type 2 CCS,SUV,5,34361
Audi ,e-tron 50 quattro,190,280,450,Yes,AWD,Type 2 CCS,SUV,5,67358
Kia ,e-Niro 64 kWh,167,370,350,Yes,FWD,Type 2 CCS,SUV,5,38105
Renault ,Zoe ZE50 R110,135,315,230,Yes,FWD,Type 2 CCS,Hatchback,5,31184
Tesla ,Cybertruck Tri Motor,210,750,710,Yes,AWD,Type 2 CCS,Pickup,6,75000
Mazda ,MX-30 ,150,180,240,Yes,FWD,Type 2 CCS,SUV,5,32646
Nissan ,Leaf e+,157,325,390,Yes,FWD,Type 2 CHAdeMO,Hatchback,5,37237
Lexus ,UX 300e,160,270,190,Yes,FWD,Type 2 CHAdeMO,SUV,5,50000
CUPRA ,el-Born ,160,425,570,Yes,RWD,Type 2 CCS,Hatchback,4,45000
Renault ,Zoe ZE50 R135,140,310,230,Yes,FWD,Type 2 CCS,Hatchback,5,33133
Mercedes ,EQA ,200,350,440,Yes,AWD,Type 2 CCS,SUV,5,45000
Tesla ,Model S Long Range,250,515,560,Yes,AWD,Type 2,Liftback,5,79990
Hyundai ,Kona Electric 39 kWh,155,255,210,Yes,FWD,Type 2 CCS,SUV,5,33971
Audi ,e-tron Sportback 55 quattro,200,380,610,Yes,AWD,Type 2 CCS,SUV,5,81639
Skoda ,CITIGOe iV ,130,195,170,Yes,FWD,Type 2 CCS,Hatchback,4,24534
SEAT ,Mii Electric ,130,195,170,Yes,FWD,Type 2 CCS,Hatchback,4,20129
Kia ,e-Soul 64 kWh,167,365,340,Yes,FWD,Type 2 CCS,SUV,5,36837
Opel ,Ampera-e ,150,335,210,Yes,FWD,Type 2 CCS,MPV,5,41906
Porsche ,Taycan 4S,250,365,730,Yes,AWD,Type 2 CCS,Sedan,4,102945
Lightyear ,One ,150,575,540,Yes,AWD,Type 2 CCS,Liftback,5,149000
Aiways ,U5 ,150,335,350,Yes,FWD,Type 2 CCS,SUV,5,36057
Audi ,e-tron 55 quattro,200,365,590,Yes,AWD,Type 2 CCS,SUV,5,79445
Tesla ,Roadster ,410,970,920,Yes,AWD,Type 2 CCS,Cabrio,4,215000
Opel ,Mokka-e ,150,255,390,Yes,FWD,Type 2 CCS,SUV,5,35000
Skoda ,Enyaq iV 80,160,420,560,Yes,RWD,Type 2 CCS,SUV,5,40000
Tesla ,Model X Long Range,250,450,490,Yes,AWD,Type 2,SUV,7,85990
Honda ,e Advance,145,170,190,Yes,RWD,Type 2 CCS,Hatchback,4,35921
DS ,3 Crossback E-Tense,150,250,380,Yes,FWD,Type 2 CCS,SUV,5,37422
Renault ,Twingo ZE,135,130,-,No,RWD,Type 2,Hatchback,4,24790
Citroen ,e-C4 ,150,250,380,Yes,FWD,Type 2 CCS,SUV,5,40000
Tesla ,Model S Performance,261,505,550,Yes,AWD,Type 2,Liftback,5,96990
Renault ,Zoe ZE40 R110,135,255,230,Yes,FWD,Type 2 CCS,Hatchback,5,29234
Tesla ,Model Y Long Range Performance,241,410,900,Yes,AWD,Type 2 CCS,SUV,7,65620
Nissan ,Ariya 87kWh,160,440,520,Yes,FWD,Type 2 CCS,Hatchback,5,50000
Jaguar ,I-Pace ,200,365,340,Yes,AWD,Type 2 CCS,SUV,5,75351
Ford ,Mustang Mach-E ER RWD,180,450,430,Yes,RWD,Type 2 CCS,SUV,5,54475
Porsche ,Taycan 4S Plus,250,425,890,Yes,AWD,Type 2 CCS,Sedan,4,109302
Nissan ,e-NV200 Evalia ,123,190,190,Yes,FWD,Type 1 CHAdeMO,SPV,7,33246
Tesla ,Cybertruck Dual Motor,190,460,710,Yes,AWD,Type 2 CCS,Pickup,6,55000
Renault ,Kangoo Maxi ZE 33,130,160,-,No,FWD,Type 2,SPV,5,38000
Ford ,Mustang Mach-E ER AWD,180,430,410,Yes,AWD,Type 2 CCS,SUV,5,62900
BMW ,i3s 120 Ah,160,230,260,Yes,RWD,Type 2 CCS,Hatchback,4,41526
Skoda ,Enyaq iV 80X,160,400,540,Yes,AWD,Type 2 CCS,SUV,5,45000
Porsche ,Taycan Cross Turismo ,250,385,770,Yes,AWD,Type 2 CCS,Station,4,150000
Byton ,M-Byte 95 kWh 4WD,190,390,460,Yes,AWD,Type 2 CCS,SUV,5,64000
Sono ,Sion ,140,225,270,Yes,FWD,Type 2 CCS,Hatchback,5,25500
Kia ,e-Niro 39 kWh,155,235,230,Yes,FWD,Type 2 CCS,SUV,5,34400
Audi ,Q4 Sportback e-tron ,180,410,550,Yes,AWD,Type 2 CCS,SUV,5,57500
Smart ,EQ forfour ,130,95,-,No,RWD,Type 2,Hatchback,4,22030
Ford ,Mustang Mach-E SR AWD,180,340,360,Yes,AWD,Type 2 CCS,SUV,5,54000
Porsche ,Taycan Turbo,260,390,810,Yes,AWD,Type 2 CCS,Sedan,4,148301
Volkswagen ,ID.3 1st,160,340,470,Yes,RWD,Type 2 CCS,Hatchback,5,38987
Tesla ,Model X Performance,250,440,480,Yes,AWD,Type 2,SUV,7,102990
Smart ,EQ fortwo coupe,130,100,-,No,RWD,Type 2,Hatchback,2,21387
Ford ,Mustang Mach-E SR RWD,180,360,380,Yes,RWD,Type 2 CCS,SUV,5,46900
Mercedes ,EQV 300 Long,140,330,290,Yes,FWD,Type 2 CCS,SPV,7,70631
Fiat ,500e Hatchback,150,250,330,Yes,FWD,Type 2 CCS,Hatchback,4,34900
Tesla ,Cybertruck Single Motor,180,390,740,Yes,RWD,Type 2 CCS,Pickup,6,45000
Audi ,e-tron Sportback 50 quattro,190,295,470,Yes,AWD,Type 2 CCS,SUV,5,69551
Skoda ,Enyaq iV vRS,180,400,540,Yes,AWD,Type 2 CCS,SUV,5,47500
Skoda ,Enyaq iV 60,160,320,440,Yes,RWD,Type 2 CCS,SUV,5,37500
Audi ,e-tron S 55 quattro,210,320,510,Yes,AWD,Type 2 CCS,SUV,5,93800
Smart ,EQ fortwo cabrio,130,95,-,No,RWD,Type 2,Cabrio,2,24565
Kia ,e-Soul 64 kWh,167,365,320,Yes,FWD,Type 2 CCS,SUV,5,36837
Nissan ,Ariya e-4ORCE 87kWh,200,420,500,Yes,AWD,Type 2 CCS,Hatchback,5,57500
Fiat ,500e Convertible,150,250,330,Yes,FWD,Type 2 CCS,Cabrio,4,37900
Volkswagen ,ID.3 Pro Performance,160,340,470,Yes,RWD,Type 2 CCS,Hatchback,5,35575
Kia ,e-Soul 39 kWh,157,230,220,Yes,FWD,Type 2 CCS,SUV,5,33133
Byton ,M-Byte 72 kWh 2WD,190,325,420,Yes,RWD,Type 2 CCS,SUV,5,53500
Nissan ,Ariya 63kWh,160,330,440,Yes,FWD,Type 2 CCS,Hatchback,5,45000
Audi ,e-tron S Sportback 55 quattro,210,335,540,Yes,AWD,Type 2 CCS,SUV,5,96050
Nissan ,Ariya e-4ORCE 63kWh,200,325,440,Yes,AWD,Type 2 CCS,Hatchback,5,50000
Nissan ,Ariya e-4ORCE 87kWh Performance,200,375,450,Yes,AWD,Type 2 CCS,Hatchback,5,65000
Byton ,M-Byte 95 kWh 2WD,190,400,480,Yes,AWD,Type 2 CCS,SUV,5,62000
